situation,domain,emotions,negative_thought,distortions,prefix,input_text,target_text
My girlfriend broke up with me.,Romantic,"Hopeless, Sad, ","She probably never loved me as I did, and she must have forgotten our relationship already.","Jumping to Conclusions (Mind Reading), ",cbt,"My girlfriend broke up with me. She probably never loved me as I did, and she must have forgotten our relationship already.","Its always hard to break a relationship with a close person, specially this kind of relationship. And it is normal and reasonable for you to think like this in the heat of the moment. But overtime you will recover. I know this is hard to hear but, if you actually believe she never loved you like you did, then chances are she wasnt the one for you. I dont know the specifics of why she broke with you but, if she did broke up with you without an apparent reason, without even trying to fix things and then didnt care and moved on, chances are she will do the same with her next partner. Having a partner like that isnt healthy. On the flipside, you seem to have a warm heart and overtime you will eventually find someone else who actually deserves you. So, give it time, things will get better."
My girlfriend broke up with me.,Romantic,"Hopeless, Sad, ","I felt she was a sunrise in my life, and if she is gone, I will only have sadness.","Jumping to Conclusions (Fortune Teller Error), Magnification, Emotional Reasoning, ",cbt,"My girlfriend broke up with me. I felt she was a sunrise in my life, and if she is gone, I will only have sadness.","She did not control your emotions, your success or other relationships. These all flourished because of you and your strengths, you need to remind yourself of this, you were happy before her and will be happy after her"
My girlfriend broke up with me.,Romantic,"Hopeless, Sad, ","I felt she was a sunrise in my life, and if she is gone, I will only have sadness.","Jumping to Conclusions (Fortune Teller Error), Magnification, Emotional Reasoning, ",cbt,"My girlfriend broke up with me. I felt she was a sunrise in my life, and if she is gone, I will only have sadness.","The way I see it, if she was indeed your sunrise, she would have been more reasonable and would have tried to have a discution with you about what is wrong and how to fix the relationship before just ending things flat like that. If she indeed loved you she wouldnt end things like this. You deserve someone better as you clearly seem to have a warm heart."
I let a girl go and now I have no one.,Romantic,"Sad, Depressed, ","I feel so empty and I’ll never find someone like her ever again.					","Jumping to Conclusions (Fortune Teller Error), Emotional Reasoning, ",cbt,"I let a girl go and now I have no one. I feel so empty and I’ll never find someone like her ever again.					",I don't need anyone to feel valuable. I have unlimited potential. My future is what I make it. 
I let a girl go and now I have no one.,Romantic,"Sad, Depressed, ","I feel so empty and I’ll never find someone like her ever again.					","Jumping to Conclusions (Fortune Teller Error), Emotional Reasoning, ",cbt,"I let a girl go and now I have no one. I feel so empty and I’ll never find someone like her ever again.					",I suffer because of this loss but she made me understand the emotion of love and from now on I will be more careful and more thoughtful about future choices in relationships.
I let a girl go and now I have no one.,Romantic,"Sad, Depressed, ",I should have realized how much I loved her before I let her go. I'm never going to overcome this huge mistake.,"Jumping to Conclusions (Fortune Teller Error), Magnification, Should Statements, Personalization and Blaming, ",cbt,I let a girl go and now I have no one. I should have realized how much I loved her before I let her go. I'm never going to overcome this huge mistake.,I made a mistake that I can learn a valuable lesson from. I will strive to make better decisions in the future. I can accomplish anything that I put my mind to.
I let a girl go and now I have no one.,Romantic,"Sad, Depressed, ",I should have realized how much I loved her before I let her go. I'm never going to overcome this huge mistake.,"Jumping to Conclusions (Fortune Teller Error), Magnification, Should Statements, Personalization and Blaming, ",cbt,I let a girl go and now I have no one. I should have realized how much I loved her before I let her go. I'm never going to overcome this huge mistake.,"It's going to hurt a lot for a long time but I should face it and never make this mistake again. There are no perfect humans and all of us make mistakes, and this one was mine and I should live with the pain caused by my actions."
I've never been in a relationship before.,Romantic,"Frustrated, Sad, ","Every time I see a girl that I find attractive on the streets, I  feel bad because I know I'm ugly and they would never be with me.
","Jumping to Conclusions (Mind Reading), Labeling, ",cbt,"I've never been in a relationship before. Every time I see a girl that I find attractive on the streets, I  feel bad because I know I'm ugly and they would never be with me.
","Every time you see a girl you find attractive in the street, you never know what she is thinking of you."
I've never been in a relationship before.,Romantic,"Frustrated, Sad, ","Every time I see a girl that I find attractive on the streets, I  feel bad because I know I'm ugly and they would never be with me.
","Jumping to Conclusions (Mind Reading), Labeling, ",cbt,"I've never been in a relationship before. Every time I see a girl that I find attractive on the streets, I  feel bad because I know I'm ugly and they would never be with me.
",So I can't finde gril because every gril is perfect for me and I think that i am ugly. I think there is one perfect girl who waiting for me. True love is the best thing in the whole world I already know. Miss you AC.
I've never been in a relationship before.,Romantic,"Frustrated, Sad, ",My life is worthless if I can't be with a woman. I need somebody that loves me.,"All-or-Nothing Thinking, Magnification, ",cbt,I've never been in a relationship before. My life is worthless if I can't be with a woman. I need somebody that loves me.,"Your life can be worthwhile, with or without a woman.  Your Mum expected you to be independent; don't dissapoint her."
